train_loss_tab,train_acc_tab,valid_loss_tab,valid_acc_tab
0.06913221429822898,0.5573748987854251,3.309528619865887e-05,0.5817230769230769
0.05433521246482969,0.6481732793522267,3.4654127375688404e-05,0.5831692307692308
0.04826808169990899,0.6990558704453441,3.0666706152260303e-05,0.5733846153846154
0.04340138110624634,0.7369101214574899,4.43835488113109e-05,0.5644
0.039856334903341555,0.7629927125506073,4.2448176827747375e-05,0.5484307692307693
0.037254110055365545,0.7801684210526316,4.195344808977097e-05,0.5462461538461538
0.03536442030850451,0.792217004048583,5.124954259372316e-05,0.5415692307692308
0.03388136524953823,0.8011141700404858,4.3606774852378294e-05,0.5342769230769231
0.03270063846547473,0.8085133603238867,5.765804962720722e-05,0.5352615384615385
0.03174356600688054,0.8138672064777328,4.8904639697866514e-05,0.5311692307692307
