train_loss_tab,train_acc_tab,valid_loss_tab,valid_acc_tab
0.07039361119183452,0.5145473684210526,7.675472443224862e-05,0.5344
0.06612885023258959,0.5460566801619433,9.4566035841126e-05,0.5615692307692308
0.06433659611057173,0.5587044534412956,6.701250094920397e-05,0.574
0.062754446953704,0.5698995951417004,9.060127922566608e-05,0.5765230769230769
0.061260322181705525,0.5807854251012146,6.453353125834838e-05,0.5817230769230769
0.05985427235480745,0.592765991902834,7.719807763351128e-05,0.5929538461538462
0.05863354435835773,0.602514979757085,8.336149767274037e-05,0.5652
0.057632683904788755,0.6117344129554656,8.917826198739931e-05,0.5710153846153846
0.056870990594099405,0.6182542510121457,7.288648339454085e-05,0.605476923076923
0.05637893737356672,0.6229392712550608,7.725133036728948e-05,0.6096615384615385
