train_loss_tab,train_acc_tab,valid_loss_tab,valid_acc_tab
0.0703946563967809,0.5150655870445344,5.184419933357276e-05,0.5564
0.06534064325547893,0.5505635627530364,6.347117596305907e-05,0.5243692307692308
0.06354100008271484,0.5635724696356276,2.788535857689567e-05,0.5753538461538461
0.062352246455576736,0.5723497975708502,4.5322020014282316e-05,0.5796307692307693
0.06134625998754733,0.5805943319838057,2.773892083496321e-05,0.5704615384615385
0.06060442190720485,0.5861473684210526,4.919297862215899e-05,0.562
0.059878670010055125,0.5915141700404858,4.657888348447159e-05,0.5861538461538461
0.05927772160020434,0.5964291497975709,3.4064800274791196e-05,0.5816615384615385
0.05883690547692148,0.6001538461538461,2.8332437068456784e-05,0.5872
0.05837039311376178,0.604093927125506,3.550649489625357e-05,0.5963692307692308
