train_loss_tab,train_acc_tab,valid_loss_tab,valid_acc_tab
0.08518717102314297,0.35919298245614034,0.0004506799450609833,0.43883333333333335
0.07940451807149669,0.49944736842105264,0.00042120643774978817,0.5578333333333333
0.06784098935388683,0.6159473684210526,0.0003552598936948925,0.6615
0.05461364360022963,0.7067368421052631,0.000279064493952319,0.7315
0.04465519774953524,0.7646929824561404,0.00023028923897072673,0.7765
0.03815675737185959,0.7985,0.00019694211368914694,0.8053333333333333
0.033846914786714734,0.8208596491228071,0.00017818818741943687,0.8241666666666667
0.030845030440115617,0.836421052631579,0.00016396644059568644,0.8391666666666666
0.028617253229479517,0.8479824561403508,0.00015486568736378103,0.8498333333333333
0.026900833650639184,0.8572631578947368,0.00014767926768399775,0.8586666666666667
0.0255044922655481,0.8650438596491228,0.00014049977471586317,0.8655
0.02435191066360526,0.8709298245614036,0.00013612399925477803,0.8715
0.02336936726597579,0.8758157894736842,0.00013245243462733924,0.8758333333333334
0.022515695262634965,0.8812719298245614,0.00013052145368419588,0.879
0.02176719270568145,0.8850614035087719,0.0001271695946343243,0.8796666666666667
0.02109693037274114,0.8888771929824562,0.00012675188190769404,0.8821666666666667
0.020478868550375888,0.892298245614035,0.00012355597573332489,0.8831666666666667
0.019925281025861438,0.8954210526315789,0.00012308820441830903,0.8865
0.01940964162330094,0.898298245614035,0.00012332289770711213,0.8866666666666667
0.018932553548169764,0.9011491228070175,0.00012180976045783609,0.8871666666666667
