train_loss_tab,train_acc_tab,valid_loss_tab,valid_acc_tab
0.0855300186631168,0.4207174089068826,8.06660609669052e-05,0.4985846153846154
0.07154469983375024,0.5212145748987854,6.84560218360275e-05,0.5474461538461538
0.06735732727745766,0.548251012145749,5.9679859987227246e-05,0.5646153846153846
0.06530448889896455,0.5621862348178137,5.7640554587123916e-05,0.5736
0.06406374062338338,0.5707805668016195,5.6324868637602776e-05,0.578276923076923
0.06319475930451382,0.5765781376518219,5.2593819418689236e-05,0.5838461538461538
0.0625406954606535,0.580880971659919,5.338845949154347e-05,0.5876615384615385
0.06202859031005427,0.58445991902834,5.231484101386741e-05,0.5894153846153846
0.061601704780679,0.5872939271255061,4.967356289853342e-05,0.5918769230769231
0.06124125254159032,0.5896842105263158,5.007551590097137e-05,0.5928307692307693
